fulcrum_id,closed_at,closed_by,created_by,updated_by,created_at,updated_at,number_of_changes,comment,application,application_version,application_build,device_identifier,device_manufacturer,device_model,platform,platform_version,min_lat,max_lat,min_lon,max_lon,geometry,metadata_json
1a447ad5-ece6-44b9-883e-82ed2bf9f2ab,2022-05-02 19:49:27 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-02 19:49:26 UTC,2022-05-02 19:49:27 UTC,1,,Fulcrum iOS,3.2.1,8146,CE880679-259F-467A-9453-ABD003EA0892,Apple,Unknown Device,iOS,15.1,40.465361388,40.465361388,-79.952789524,-79.952789524,"POLYGON ((-79.95278952398999 40.465361388, -79.952789524 40.46536138799, -79.95278952401 40.465361388, -79.952789524 40.465361388009995, -79.95278952398999 40.465361388))","{""platform_version"":""15.1"",""application_version"":""3.2.1"",""platform"":""iOS"",""device_manufacturer"":""Apple"",""application_build"":""8146"",""application"":""Fulcrum iOS"",""device_identifier"":""CE880679-259F-467A-9453-ABD003EA0892"",""device_model"":""Unknown Device""}"
66052209-add4-49eb-b24a-1b90a0ddad0c,2022-05-02 19:52:14 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-02 19:52:13 UTC,2022-05-02 19:52:14 UTC,1,,Fulcrum Web,,,,,,Mac OS,10.15.7,40.465361388,40.465361388,-79.952789524,-79.952789524,"POLYGON ((-79.95278952398999 40.465361388, -79.952789524 40.46536138799, -79.95278952401 40.465361388, -79.952789524 40.465361388009995, -79.95278952398999 40.465361388))","{""application"":""Fulcrum Web"",""browser"":""Safari"",""browser_version"":""15.4"",""platform"":""Mac OS"",""platform_version"":""10.15.7"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15""}"
d363eb0f-5549-4e33-b4de-f460ae5d6480,2022-05-03 18:04:48 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-03 18:04:48 UTC,2022-05-03 18:04:48 UTC,1,,Fulcrum iOS,3.2.1,8146,CE880679-259F-467A-9453-ABD003EA0892,Apple,Unknown Device,iOS,15.1,40.446108788,40.446108788,-79.953105674,-79.953105674,"POLYGON ((-79.95310567399 40.446108788, -79.953105674 40.44610878799, -79.95310567401 40.446108788, -79.953105674 40.446108788009994, -79.95310567399 40.446108788))","{""platform_version"":""15.1"",""application_version"":""3.2.1"",""platform"":""iOS"",""device_manufacturer"":""Apple"",""application_build"":""8146"",""application"":""Fulcrum iOS"",""device_identifier"":""CE880679-259F-467A-9453-ABD003EA0892"",""device_model"":""Unknown Device""}"
78be0590-ea73-43de-96c8-5bdc4ebd8ec0,2022-05-03 20:08:20 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-03 20:08:19 UTC,2022-05-03 20:08:20 UTC,1,,Fulcrum Web,,,,,,Mac OS,10.15.7,40.446108788,40.446108788,-79.953105674,-79.953105674,"POLYGON ((-79.95310567399 40.446108788, -79.953105674 40.44610878799, -79.95310567401 40.446108788, -79.953105674 40.446108788009994, -79.95310567399 40.446108788))","{""application"":""Fulcrum Web"",""browser"":""Safari"",""browser_version"":""15.4"",""platform"":""Mac OS"",""platform_version"":""10.15.7"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15""}"
3ce59c5c-491d-4827-8ae7-9323063d09f6,2022-05-04 17:31:54 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:31:54 UTC,2022-05-04 17:31:54 UTC,1,,Fulcrum iOS,3.2.1,8146,CE880679-259F-467A-9453-ABD003EA0892,Apple,Unknown Device,iOS,15.1,41.621938412,41.621938412,-80.454326967,-80.454326967,"POLYGON ((-80.45432696699 41.621938412, -80.454326967 41.62193841199, -80.45432696701 41.621938412, -80.454326967 41.621938412009996, -80.45432696699 41.621938412))","{""platform_version"":""15.1"",""application_version"":""3.2.1"",""platform"":""iOS"",""device_manufacturer"":""Apple"",""application_build"":""8146"",""application"":""Fulcrum iOS"",""device_identifier"":""CE880679-259F-467A-9453-ABD003EA0892"",""device_model"":""Unknown Device""}"
af0ff4be-ec79-4355-bf84-0691fb8e9f18,2022-05-04 17:34:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:34:04 UTC,2022-05-04 17:34:05 UTC,1,,Fulcrum Web,,,,,,Mac OS,10.15.7,41.621938412,41.621938412,-80.454326967,-80.454326967,"POLYGON ((-80.45432696699 41.621938412, -80.454326967 41.62193841199, -80.45432696701 41.621938412, -80.454326967 41.621938412009996, -80.45432696699 41.621938412))","{""application"":""Fulcrum Web"",""browser"":""Safari"",""browser_version"":""15.4"",""platform"":""Mac OS"",""platform_version"":""10.15.7"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15""}"
6c05be72-19fb-4af3-9235-53f4a9d00e33,2022-05-04 17:39:22 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:22 UTC,2022-05-04 17:39:22 UTC,1,,Fulcrum iOS,3.2.1,8146,CE880679-259F-467A-9453-ABD003EA0892,Apple,Unknown Device,iOS,15.1,41.621972431,41.621972431,-80.454353387,-80.454353387,"POLYGON ((-80.45435338699 41.621972431, -80.454353387 41.621972430990006, -80.45435338701 41.621972431, -80.454353387 41.62197243101, -80.45435338699 41.621972431))","{""platform_version"":""15.1"",""application_version"":""3.2.1"",""platform"":""iOS"",""device_manufacturer"":""Apple"",""application_build"":""8146"",""application"":""Fulcrum iOS"",""device_identifier"":""CE880679-259F-467A-9453-ABD003EA0892"",""device_model"":""Unknown Device""}"
f175e8e1-c943-4831-b4d3-94fdb59a6ae6,2022-05-04 17:41:45 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:41:44 UTC,2022-05-04 17:41:45 UTC,1,,Fulcrum iOS,3.2.1,8146,CE880679-259F-467A-9453-ABD003EA0892,Apple,Unknown Device,iOS,15.1,41.621948909,41.621948909,-80.454337436,-80.454337436,"POLYGON ((-80.45433743599 41.621948909, -80.454337436 41.62194890899, -80.45433743601001 41.621948909, -80.454337436 41.621948909009994, -80.45433743599 41.621948909))","{""platform_version"":""15.1"",""application_version"":""3.2.1"",""platform"":""iOS"",""device_manufacturer"":""Apple"",""application_build"":""8146"",""application"":""Fulcrum iOS"",""device_identifier"":""CE880679-259F-467A-9453-ABD003EA0892"",""device_model"":""Unknown Device""}"
68b74680-97cd-412d-a75c-632813119b3e,2022-05-04 17:45:55 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:45:54 UTC,2022-05-04 17:45:55 UTC,1,,Fulcrum Web,,,,,,Mac OS,10.15.7,41.621948909,41.621948909,-80.454337436,-80.454337436,"POLYGON ((-80.45433743599 41.621948909, -80.454337436 41.62194890899, -80.45433743601001 41.621948909, -80.454337436 41.621948909009994, -80.45433743599 41.621948909))","{""application"":""Fulcrum Web"",""browser"":""Safari"",""browser_version"":""15.4"",""platform"":""Mac OS"",""platform_version"":""10.15.7"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15""}"
4c29b5b9-cbbf-48bf-95dc-4ac5c2d49954,2022-05-04 17:46:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:45:59 UTC,2022-05-04 17:46:00 UTC,1,,Fulcrum Web,,,,,,Mac OS,10.15.7,41.621972431,41.621972431,-80.454353387,-80.454353387,"POLYGON ((-80.45435338699 41.621972431, -80.454353387 41.621972430990006, -80.45435338701 41.621972431, -80.454353387 41.62197243101, -80.45435338699 41.621972431))","{""application"":""Fulcrum Web"",""browser"":""Safari"",""browser_version"":""15.4"",""platform"":""Mac OS"",""platform_version"":""10.15.7"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15""}"
