fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,observer,observer_other,date,location,start_time,end_time,comments,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
8ef7dd22-e2d7-4452-b1c6-a928de38c95b,2022-05-26 20:52:21 EDT,2022-05-26 20:56:05 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 17:20:28 EDT,2022-05-27 17:20:28 EDT,1,create,,,,41.56834513095041,-80.45167489912627,POINT (-80.45167489912627 41.56834513095041),50c633cc-8c11-4d8a-84ad-cbf24f0c9b92,Brandon Hoenig,,2022-05-26,Wood Lab Pond,20:52,20:55,,372.287979245855,26.92734706972799,15.191270138017053,0.1382220834493637,143.52341335343647
35f6ccd7-8a1a-4e7b-b275-30186f67c67c,2022-05-27 20:36:58 EDT,2022-05-27 20:39:46 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 23:58:38 EDT,2022-05-27 23:58:38 EDT,1,create,,,,41.5681437,-80.4518815,POINT (-80.4518815 41.5681437),c419a9b7-00ff-4b0d-8835-5c0b3ee1bed0,Brandon Hoenig,,2022-05-27,Wood Lab Pond,20:37,,,391.5,12.8,,,172.89635
35f6ccd7-8a1a-4e7b-b275-30186f67c67c,2022-05-27 20:36:58 EDT,2022-06-03 09:37:28 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 23:58:38 EDT,2022-06-03 09:37:31 EDT,2,update,,,,41.5681437,-80.4518815,POINT (-80.4518815 41.5681437),a79df02b-72ba-4c75-9f15-01731555901c,Brandon Hoenig,,2022-05-27,Wood Lab Pond,20:37,20:40,,391.5,12.8,,,172.89635
814e9e84-a643-4d9b-8932-8883b1b89977,2022-06-03 20:44:19 EDT,2022-06-03 20:59:42 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-04 01:20:48 EDT,2022-06-04 01:20:48 EDT,1,create,,,,41.69094476222229,-80.51288925164026,POINT (-80.51288925164026 41.69094476222229),52ccc3dd-285f-4cf1-8360-4c007e16ea2a,Brandon Hoenig,,2022-06-03,Phelps Pond,20:44,20:47,,322.34442255087197,39.444167608195215,36.96949519238788,0.07842296361923218,-1.0
faba6935-0010-4b45-92e5-efdbd99ad514,2022-06-08 21:00:14 EDT,2022-06-08 21:03:01 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-08 21:03:07 EDT,2022-06-08 21:03:07 EDT,1,create,,,,41.692070105992144,-80.50063214163247,POINT (-80.50063214163247 41.692070105992144),e959667e-1f5e-43d8-8dd5-497f45922157,Brandon Hoenig,,2022-06-08,RV Pond,21:00,21:03,,319.40153575036675,7.726054819666753,6.100258876623931,0.027753951027989388,-1.0
8b34a76b-f7a4-499e-b25d-91f48d11570a,2022-06-14 21:07:17 EDT,2022-06-14 21:10:09 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-22 09:17:29 EDT,2022-06-22 09:17:29 EDT,1,create,,,,41.63844107168142,-80.49482679809368,POINT (-80.49482679809368 41.63844107168142),fd45b65d-b215-4692-a7fe-246c994077df,Brandon Hoenig,,2022-06-14,Tuttle Pond,21:07,21:10,,310.952429051511,17.35749710839883,13.267664052802058,0.3763712048530573,172.6128023989096
fd7ac345-b879-4044-bb19-13b88e6123ef,2022-06-15 21:29:12 EDT,2022-06-15 21:32:03 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-22 09:17:30 EDT,2022-06-22 09:17:30 EDT,1,create,,,,41.63836561093035,-80.49450954495404,POINT (-80.49450954495404 41.63836561093035),fd45b65d-b215-4692-a7fe-246c994077df,Brandon Hoenig,,2022-06-15,Tuttle Pond,21:29,21:32,,310.8935523454757,14.128581242013604,7.895805059491424,0.19378943741321564,281.0175100270136
0fe89c3c-63de-4460-95dd-c638d9dd22ff,2022-06-23 21:41:05 EDT,2022-06-23 21:44:33 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-23 21:44:37 EDT,2022-06-23 21:44:37 EDT,1,create,,,,41.59226304389705,-80.35680765293571,POINT (-80.35680765293571 41.59226304389705),83be4499-ed35-46eb-82a3-a2a621ae374d,Emily Jolly,,2022-06-23,Tryon-Weber,21:41,21:44,,359.597011603415,9.627744116509321,8.0,0.0,-1.0
7f9d7b67-87af-4ed8-8058-ef85b5c74b4d,2022-06-27 22:07:04 EDT,2022-06-27 22:10:08 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-28 20:29:00 EDT,2022-06-28 20:29:00 EDT,1,create,,,,41.712172688154666,-80.39133150986281,POINT (-80.39133150986281 41.712172688154666),1dc0ff9a-b4fb-48f9-98bc-7c07822ae951,Brandon Hoenig,,2022-06-27,Vorisek Pond,22:07,22:10,,361.49622824116585,16.781958286584377,22.10917013178446,0.023476846516132355,223.75840157912873
486b67fa-c0d5-4390-ba0d-512746cd865d,2022-07-11 21:34:14 EDT,2022-07-11 21:37:03 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-07-12 14:43:13 EDT,2022-07-12 14:43:13 EDT,1,create,,,,41.691932790743394,-80.50067374919331,POINT (-80.50067374919331 41.691932790743394),8316ddf2-f5a2-4496-beb5-fb27e544bffb,Brandon Hoenig,,2022-07-11,RV Pond,21:34,21:37,,318.8283188594505,7.350237759075588,7.8845697451430325,0.2813255488872528,-1.0
