fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,observer,observer_other,date,location,start_time,end_time,survey_comments,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
a71aec87-0564-48a0-bd5b-daa7b4564ed5,2022-05-19 21:08:19 EDT,2022-05-20 11:16:06 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 11:16:29 EDT,2022-05-20 11:16:29 EDT,1,create,,,,41.64182752979574,-80.42814959024712,POINT (-80.42814959024712 41.64182752979574),d8082069-a562-460a-93bc-59b5444d85b4,Brandon Hoenig,,2022-05-19,Admin Pond,20:59,,,313.24945068359375,35.0,3.839639186859131,-1.0,-1.0
8322e922-3871-46bf-a73c-2fc4985876ba,2022-05-19 19:31:25 EDT,2022-05-20 12:55:43 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 13:01:13 EDT,2022-05-20 13:01:13 EDT,1,create,,,,41.644500992299655,-80.430609807447,POINT (-80.430609807447 41.644500992299655),7ed8419e-635d-4b87-ada3-0f86a7de48a3,Emily Jolly,,2022-05-19,Admin Pond,19:31,19:31,,313.9021873474121,6.622274126546266,3.0,13.65999984741211,39.0234375
9cc76039-e43a-4d91-b910-b95a3f0088f0,2022-05-20 13:35:54 EDT,2022-05-20 14:37:23 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 14:37:41 EDT,2022-05-20 14:37:41 EDT,1,create,,,,41.64189237421141,-80.42811291626784,POINT (-80.42811291626784 41.64189237421141),0bfa03f1-e27a-49bb-87f4-e28603ce559c,Emily Jolly,,2022-05-20,Admin Pond,13:28,14:37,,314.1110534667969,35.0,14.161921501159668,-1.0,-1.0
8322e922-3871-46bf-a73c-2fc4985876ba,2022-05-19 19:31:25 EDT,2022-05-20 14:38:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 13:01:13 EDT,2022-05-20 14:38:11 EDT,2,update,,,,41.644500992299655,-80.430609807447,POINT (-80.430609807447 41.644500992299655),d0ccef05-1b8f-4079-ad5f-3f7769090718,Emily Jolly,,2022-05-19,Admin Pond,19:31,22:59,,313.9021873474121,6.622274126546266,3.0,13.65999984741211,39.0234375
a71aec87-0564-48a0-bd5b-daa7b4564ed5,2022-05-19 21:08:19 EDT,2022-05-20 14:37:55 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 11:16:29 EDT,2022-05-20 15:23:10 EDT,2,update,,,,41.64182752979574,-80.42814959024712,POINT (-80.42814959024712 41.64182752979574),e82bb020-7694-4420-864e-284673cc8468,Brandon Hoenig,,2022-05-19,Admin Pond,20:59,22:59,,313.24945068359375,35.0,3.839639186859131,-1.0,-1.0
4d89d571-5852-48bd-b8a8-0478c7febd38,2022-05-20 13:30:37 EDT,2022-05-20 15:22:49 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 15:23:10 EDT,2022-05-20 15:23:10 EDT,1,create,,,,41.64208013526636,-80.4287954799189,POINT (-80.4287954799189 41.64208013526636),e82bb020-7694-4420-864e-284673cc8468,Brandon Hoenig,,2022-05-20,Admin Pond,13:29,14:37,,311.9301749972761,35.10026875653711,15.753359355238024,0.40135788917541504,51.18209094988611
c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c,2022-05-26 21:46:24 EDT,2022-05-27 08:47:48 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 08:51:38 EDT,2022-05-27 08:51:38 EDT,1,create,,,,41.56805728100386,-80.45164846822661,POINT (-80.45164846822661 41.56805728100386),bf6e7a2d-8b7b-4829-a597-563aeb9fc372,Shane Robertson,,2022-05-26,Wood Lab Pond,21:46,21:53,,370.1271629333496,4.047577214950821,6.0,0.0,21.4453125
7a980dea-bf83-4def-9194-10c335ae3832,2022-05-26 21:28:30 EDT,2022-05-26 22:57:36 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 17:20:29 EDT,2022-05-27 17:20:29 EDT,1,create,,,,41.56814231078577,-80.45155464064752,POINT (-80.45155464064752 41.56814231078577),94203db7-e824-400d-8065-1fd01c80520d,Brandon Hoenig,,2022-05-26,Wood Lab Pond,21:17,22:57,,374.86765444558114,13.32021294291987,23.08451061972072,0.008990316651761532,-1.0
3470e58d-a7e7-4780-8cb6-333afaa7fa61,2022-05-26 21:20:05 EDT,2022-05-27 19:25:00 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 19:25:38 EDT,2022-05-27 19:25:38 EDT,1,create,,,,41.5682183392733,-80.45154629282695,POINT (-80.45154629282695 41.5682183392733),d45eb4f2-66bc-4789-a529-aa5e9d94e6f8,Emily Jolly,,2022-05-26,Wood Lab Pond,21:20,,,358.4859275817871,4.610179804549187,6.0,0.0,296.015625
0779b0a9-2c38-4308-8f9e-8acaa28bba41,2022-05-27 21:06:12 EDT,2022-05-27 22:23:02 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 22:23:15 EDT,2022-05-27 22:23:15 EDT,1,create,,,,41.568228104190695,-80.45166892007035,POINT (-80.45166892007035 41.568228104190695),5ca80c6f-fc84-42a8-aa26-ef25b2c62665,Shane Robertson,,2022-05-27,Wood Lab Pond,21:06,22:11,,378.92159656155854,4.824607474583446,8.0,0.0,-1.0
1a457ca2-d3d6-41c4-a69e-3e14190fd966,2022-05-27 20:57:11 EDT,2022-05-28 10:22:59 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 10:23:21 EDT,2022-05-28 10:23:21 EDT,1,create,,,,41.568302703128936,-80.45148937970443,POINT (-80.45148937970443 41.568302703128936),eebcee2b-4430-4680-8a74-b53544b09b0b,Emily Jolly,,2022-05-27,Wood Lab Pond,20:57,22:09,,386.4253807431087,4.451006880676329,4.004762069566133,0.17000000178813934,-1.0
e7acbc0b-f947-4246-b907-1d0389906d8e,2022-05-27 20:56:57 EDT,2022-05-27 22:09:21 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 10:23:34 EDT,2022-05-28 10:23:34 EDT,1,create,,,,41.56839687155774,-80.45143504088607,POINT (-80.45143504088607 41.56839687155774),3af95e35-ce10-4939-9da9-249fd9de89af,Brandon Hoenig,,2022-05-27,Wood Lab Pond,20:57,22:08,Rain began at 9:58. Tried to catch more but rain too hard to tell eye shine from water droplet. ,375.7594714574516,10.2989059314454,14.394843804588916,0.0,-1.0
080fd78e-2010-4b2e-8ffd-ebff0da31da8,2022-05-28 10:47:48 EDT,2022-05-28 11:43:21 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 12:28:47 EDT,2022-05-28 12:28:47 EDT,1,create,,,,41.56833124350922,-80.45153548017186,POINT (-80.45153548017186 41.56833124350922),49bfe87a-c47f-4d35-b270-76355dc0b179,Emily Jolly,,2022-05-28,Wood Lab Pond,10:47,11:43,,381.9075584774837,4.409836054483401,6.002855916057015,0.0,-1.0
57104ba3-a7a4-446f-850a-b687fcd724b7,2022-05-28 10:51:08 EDT,2022-05-28 11:45:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 13:37:40 EDT,2022-05-28 13:37:40 EDT,1,create,,,,41.568385139146415,-80.45143908828538,POINT (-80.45143908828538 41.568385139146415),c254f5aa-bc15-4838-8bff-510373957f5b,Shane Robertson,,2022-05-28,Wood Lab Pond,10:51,11:44,,373.90066146850586,9.937104876279367,12.0,0.0,116.3671875
6c76406f-d2da-4cdd-8239-ae398d8a650d,2022-05-28 10:43:38 EDT,2022-05-28 11:43:04 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-03 09:36:58 EDT,2022-06-03 09:36:58 EDT,1,create,,,,41.56822276256896,-80.4516339336231,POINT (-80.4516339336231 41.56822276256896),22ea149e-f197-405a-b49e-0184b281e6a7,Brandon Hoenig,,2022-05-28,Wood Lab Pond,10:43,11:43,,372.78723053583053,14.486635517809544,19.286138703861464,0.04353589937090874,118.7714591770186
7b822f7f-b74b-4db3-af7e-c9910cfc86b8,2022-06-03 21:25:28 EDT,2022-06-04 01:20:30 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-04 01:20:48 EDT,2022-06-04 01:20:48 EDT,1,create,,,,41.690966901749064,-80.51264568587227,POINT (-80.51264568587227 41.690966901749064),c48cc55e-a3b1-4717-9fd1-dbb7586a159e,Brandon Hoenig,,2022-06-03,Phelps Pond,21:25,23:02,,316.0444463714957,4.723639918742619,3.3928989007705574,0.06953120528516545,-1.0
